42102000A001A,15.369196,44.193199
42102000A001B,15.369196,44.193199
42102000A001C,15.369196,44.193199
42102000A2714,15.354501,44.211898
42102000A2715,15.354501,44.211898
42102000A2716,15.354501,44.211898
42102000A2729,15.368004,44.208502
42102000A272A,15.368004,44.208502
42102000A272B,15.368004,44.208502
42102000A272F,15.376801,44.231995
42102000A2730,15.376801,44.231995
42102000A2731,15.376801,44.231995
42102000A273B,15.349598,44.205898
42102000A273C,15.349598,44.205898
42102000A273D,15.349598,44.205898
42102000A273E,15.360296,44.191901
42102000A273F,15.360296,44.191901
42102000A2740,15.360296,44.191901
42102000A2747,15.3512,44.183896
42102000A2748,15.3512,44.183896
42102000A2749,15.3512,44.183896
42102000A2753,15.373104,44.2219
42102000A2754,15.373104,44.2219
42102000A2755,15.373104,44.2219
42102000A2766,15.3583,44.174999
42102000A2767,15.3583,44.174999
42102000A2768,15.3583,44.174999
42102000A276F,15.366004,44.223398
42102000A2770,15.366004,44.223398
42102000A2771,15.366004,44.223398
42102000A2777,15.3526,44.19383
42102000A2778,15.3526,44.19383
42102000A2779,15.3526,44.19383
42102000A277A,15.360303,44.201404
42102000A277B,15.360303,44.201404
42102000A277C,15.360303,44.201404
42102000A277D,15.353997,44.217899
42102000A277E,15.353997,44.217899
42102000A277F,15.353997,44.217899
42102000A27A7,15.356102,44.179796
42102000A27A8,15.356102,44.179796
42102000A27A9,15.356102,44.179796
42102000A27BA,15.357398,44.223505
42102000A27BB,15.357398,44.223505
42102000A27BC,15.357398,44.223505
42102000A27C0,15.362201,44.232198
42102000A27C1,15.36067,44.18485
42102000A27C2,15.36067,44.18485
42102000A27C3,15.36067,44.18485
42102000A299B,15.354599,44.188802
42102000A299C,15.354599,44.188802
42102000A299D,15.354599,44.188802
42102000A29AA,15.350402,44.195796
42102000A29AB,15.350402,44.195796
42102000A29AC,15.350402,44.195796
42102000A29B4,15.347402,44.183603
42102000A29B5,15.347402,44.183603
42102000A29B6,15.347402,44.183603
42102000A2A30,15.369504,44.200903
42102000A2A31,15.369504,44.200903
42102000A2A32,15.369504,44.200903
42102000A3A9B,15.354599,44.1888
42102000A3A9C,15.354599,44.1888
42102000A3A9D,15.351193,44.183839
42102000A3A9E,15.351193,44.183839
42102000A3A9F,15.35149,44.20578
42102000A3AAA,15.3622,44.2322
42102000A3AB0,15.34689,44.18506
42102000A3AB1,15.34689,44.18506
42102000A3AB2,15.35161,44.20201
42102000A3AB3,15.35161,44.20201
42102000A3AB6,15.34967,44.19807
42102000A3AB7,15.34967,44.19807
42102000A3AD9,15.35177,44.18061
42102000A3ADE,15.362201,44.232198
42102000A3AE1,15.37063,44.2059
42102000A3AE2,15.37063,44.2059
42102000A3AE3,15.35978,44.1889
42102000A3AE4,15.35978,44.1889
42102000A3AE9,15.35744,44.18255
42102000A3AEA,15.35744,44.18255
42102000A9C69,15.378889,44.237262
42102000A9C6A,15.378889,44.237262
42102000A9C6B,15.378889,44.237262
42102000A9C97,15.356904,44.164402
42102000A9C98,15.356904,44.164402
42102000A9C99,15.356904,44.164402
42102000A9CA9,15.351601,44.202499
42102000A9CAA,15.351601,44.202499
42102000A9CAB,15.351601,44.202499
42102000AC3CB,15.35962,44.21668
42102000AC3CC,15.35962,44.21668
42102000AC3CD,15.35962,44.21668
42102000AC3E0,15.37426,44.21541
42102000AC3E1,15.37426,44.21541
42102000AC3E2,15.37426,44.21541
42102000AC429,15.36599,44.19002
42102000AC42A,15.36599,44.19002
42102000AC42B,15.36599,44.19002
42102000AC4FB,15.36401,44.19836
42102000AC4FC,15.36401,44.19836
42102000AC4FD,15.36401,44.19836
42102000AC4FE,15.36562,44.17234
42102000AC4FF,15.36562,44.17234
42102000AC500,15.36562,44.17234
42102000AC52C,15.3499,44.18832
42102000AC52D,15.3499,44.18832
42102000AC52E,15.3499,44.18832
42102000AC5C4,15.37376,44.19708
42102000AC5C5,15.37376,44.19708
42102000AC5C6,15.37376,44.19708
42102000AC60B,15.3672,44.23057
42102000AC60C,15.3672,44.23057
42102000AC60D,15.3672,44.23057
42102000AC615,15.35881,44.22846
42102000AC616,15.35881,44.22846
42102000AC617,15.35249,44.17761
42102000AC618,15.35249,44.17761
42102000AC619,15.35249,44.17761
42102000AC63C,15.38162,44.22491
42102000AC63D,15.38162,44.22491
42102000AC63E,15.38162,44.22491
42102000AC663,15.35665,44.19534
42102000AC664,15.35665,44.19534
42102000AC665,15.35665,44.19534
42102000AC66B,15.37214,44.2041
42102000AC66C,15.37214,44.2041
42102000AC66D,15.37214,44.2041
42102000AC70F,15.35456,44.20665
42102000AC710,15.35456,44.20665
42102000AC711,15.35456,44.20665
42102000AC84A,15.35611,44.18494
42102000AC84B,15.35611,44.18494
42102000AC84C,15.35611,44.18494
42102000AC979,15.36267,44.20944
42102000AC97A,15.36267,44.20944
42102000AC97B,15.36267,44.20944
42102000AC9A9,15.36933,44.22859
42102000AC9AA,15.36933,44.22859
42102000AC9B3,15.3872,44.22453
42102000AC9B4,15.3872,44.22453
42102000AC9B5,15.3872,44.22453
42102000AEA91,15.36217,44.17697
42102000AEA92,15.36217,44.17697
42102000AEA93,15.36217,44.17697
42102000AEA97,15.386611,44.235771
42102000AEA98,15.386611,44.235771
42102000AEA99,15.386611,44.235771
42102000AEAA6,15.36345,44.19382
42102000AEAA7,15.36345,44.19382
42102000AEAA8,15.36345,44.19382
42102000AEAA9,15.35877,44.16976
42102000AEAAA,15.35877,44.16976
42102000AEAAB,15.35877,44.16976
42102000AEAC7,15.37996,44.21772
42102000AEAC8,15.37996,44.21772
42102000AEAC9,15.37996,44.21772
42102000AEAF9,15.35604,44.20364
42102000AEAFA,15.35604,44.20364
42102000AEAFB,15.35604,44.20364
42102000AEB0B,15.37485,44.2099
42102000AEB0C,15.37485,44.2099
42102000AEB0D,15.37485,44.2099
42102000AEB18,15.36505,44.20254
42102000AEB19,15.36505,44.20254
42102000AEB1A,15.36505,44.20254
42102000AEB23,15.364,44.2261
42102000AEB24,15.364,44.2261
42102000AEB25,15.364,44.2261
42102000F28EA,15.0032,45.1209
42102000F28EB,15.0032,45.1209
42102000F28EC,15.0032,45.1209
42102000F2903,14.812,45.7579
42102000F2904,14.812,45.7579
42102000F2933,14.5055,45.2773
42102000F2934,14.5055,45.2773
42102000F2935,14.5055,45.2773
42102000F2936,14.9083,45.5269
42102000F2937,14.9083,45.5269
42102000F2938,14.9083,45.5269
